rate_marriage,age,yrs_married,children,religious,affairs
2,22,2.5,0,1,0
4,32,9,2,3,0
5,42,23,3,2,0
3,27,2.5,0,2,0
5,27,13,0,3,0
4,22,2.5,0,3,0
4,17.5,0.5,0,3,0
4,27,6,1,2,0
5,22,6,0,4,0
3,27,6,1,3,0
5,22,6,2,3,0
5,27,6,2,3,0
5,27,2.5,1,3,0
4,22,2.5,1,2,0
4,32,13,2,3,0
4,27,16.5,2,3,0
4,32,9,2,2,0
4,37,16.5,3,3,0
5,17.5,0.5,0,3,0
4,22,2.5,0,2,0
4,27,9,1,3,0
5,27,6,2,3,0
1,32,16.5,5.5,2,0
3,27,9,1,2,0
3,32,13,4,3,0
5,42,13,4,4,0
3,22,2.5,1,3,0
5,32,13,2,2,0
5,27,2.5,0,3,0
4,22,2.5,0,2,0
5,22,2.5,0,3,0
5,22,2.5,0,2,0
3,37,16.5,2,2,0
5,32,9,2,2,0
5,27,13,2,2,0
3,37,13,1,4,0
5,42,23,3,2,0
4,22,2.5,0,3,0
4,42,23,2,4,0
3,22,2.5,0,1,0
4,27,0.5,0,2,0
4,42,13,2,1,0
4,22,2.5,0,2,0
5,27,6,0,4,0
4,22,0.5,0,3,0
5,32,2.5,0,3,0
5,22,2.5,0,3,0
4,32,16.5,4,1,0
3,27,6,0,3,0
5,32,13,2,3,0
5,27,2.5,0,3,0
4,32,16.5,2,2,0
4,17.5,0.5,0,2,0
4,37,23,3,2,0
5,27,13,2,3,0
5,32,16.5,3,2,0
5,27,6,2,2,0
5,22,2.5,0,3,0
5,27,2.5,1,3,0
3,17.5,2.5,1,3,0
5,22,2.5,0,2,0
5,22,0.5,0,4,0
4,27,2.5,0,3,0
4,27,6,2,1,0
4,22,6,1,2,0
4,27,2.5,0,3,0
2,32,16.5,3,4,0
4,22,2.5,0,2,0
5,27,2.5,0,2,0
4,27,2.5,0,3,0
5,27,6,2,4,0
5,32,16.5,2,3,0
5,17.5,2.5,0,2,0
4,42,16.5,5.5,3,0
5,27,2.5,1,2,0
4,32,2.5,0,3,0
5,22,6,1,2,0
4,27,6,1,3,0
4,37,16.5,2,2,0
5,17.5,0.5,0,3,0
4,37,16.5,3,3,0
5,27,2.5,0,2,0
4,27,6,0,2,0
4,27,9,2,3,0
5,32,16.5,2,4,0
5,27,2.5,2,3,0
5,37,16.5,2,3,0
4,42,23,3,3,0
5,32,16.5,2,3,0
4,22,0.5,0,2,0
5,27,6,1,1,0
3,27,2.5,0,3,0
4,32,13,2,3,0
4,22,2.5,1,2,0
4,27,2.5,0,1,0
5,22,2.5,0,3,0
3,42,23,3,3,0
5,27,6,0,3,0
4,37,16.5,2,3,0
4,27,6,0,4,0
5,22,6,1,3,0
5,32,6,1,2,0
5,22,0.5,0,2,0
4,22,2.5,0,3,0
4,22,0.5,0,3,0
3,32,2.5,1,2,0
2,32,6,0,3,0
5,32,9,2,4,0
4,42,23,2,3,0
5,42,23,3,4,0
5,22,2.5,1,2,0
5,42,23,2,2,0
4,27,6,1,2,0
4,27,2.5,0,1,0
5,22,2.5,0,2,0
4,42,16.5,4,4,0
5,27,2.5,0,1,0
3,32,9,1,3,0
5,22,2.5,0,3,0
4,22,6,0,3,0
5,22,2.5,0,2,0
4,22,0.5,0,3,0
5,22,0.5,1,3,0
4,32,9,0,2,0
3,27,2.5,1,3,0
4,27,6,0,2,0
5,22,2.5,0,1,0
5,22,2.5,2,3,0
5,22,6,3,3,0
4,27,9,2,3,0
4,32,16.5,5.5,3,0
5,32,6,2,3,0
4,22,0.5,0,3,0
5,27,6,2,4,0
5,42,23,4,4,0
4,22,2.5,0,2,0
4,42,23,3,3,0
5,32,9,2,3,0
5,42,23,3,2,0
4,42,23,2,2,0
5,27,9,1,4,0
5,22,2.5,0,3,0
3,32,16.5,2,2,0
5,22,2.5,0,3,0
5,32,9,1,4,0
5,27,6,2,4,0
5,42,23,2,3,0
5,32,16.5,2,1,0
5,27,9,3,1,0
5,32,13,2,4,0
5,22,2.5,0,2,0
4,27,6,0,3,0
5,27,2.5,0,4,0
4,17.5,2.5,1,2,0
5,22,0.5,0,4,0
4,22,2.5,0,4,0
5,37,23,5.5,3,0
4,22,0.5,0,1,0
3,32,9,3,3,0
4,22,2.5,0,1,0
3,27,6,4,3,0
4,22,2.5,1,3,0
4,32,6,0,1,0
5,32,16.5,3,3,0
3,22,2.5,1,2,0
5,27,6,0,3,0
5,32,6,0,4,0
5,27,6,2,3,0
4,22,2.5,0,3,0
5,42,23,3,2,0
4,22,2.5,0,2,0
5,27,6,0,2,0
5,32,9,3,3,0
5,42,23,4,1,0
4,27,6,1,1,0
5,22,2.5,0,1,0
5,27,6,0,2,0
5,27,2.5,1,3,0
5,37,13,1,2,0
4,22,2.5,0,2,0
5,22,2.5,0,3,0
3,22,6,1,2,0
5,22,0.5,0,2,0
4,32,13,1,2,0
4,22,6,0,1,0
5,22,2.5,0,1,0
3,27,6,0,2,0
3,27,13,4,3,0
4,22,2.5,0,3,0
5,27,6,2,2,0
5,22,2.5,0,2,0
4,17.5,2.5,0,2,0
5,42,16.5,3,2,0
3,27,6,2,2,0
5,27,2.5,0,1,0
5,22,2.5,0,3,0
5,32,16.5,4,3,0
5,27,0.5,0,3,0
4,22,2.5,0,4,0
5,32,13,3,3,0
4,22,2.5,0,3,0
5,27,2.5,0,1,0
4,27,2.5,0,3,0
5,22,2.5,0,4,0
5,17.5,0.5,0,4,0
2,27,9,1,1,0
4,22,2.5,0,3,0
4,22,2.5,0,2,0
5,42,23,3,1,0
4,22,2.5,1,3,0
3,27,6,1,3,0
5,27,0.5,0,4,0
4,42,23,1,3,0
4,32,16.5,3,3,0
5,22,6,0,2,0
4,22,2.5,0,2,0
4,22,2.5,0,3,0
3,27,9,2,1,0
5,22,2.5,0,3,0
5,37,16.5,2,1,0
4,42,23,3,3,0
5,27,2.5,0,2,0
4,32,2.5,0,1,0
3,22,0.5,0,2,0
5,22,0.5,0,4,0
5,42,23,5.5,3,0
4,22,2.5,1,3,0
4,27,2.5,0,1,0
2,42,23,4,4,0
4,22,2.5,0,4,0
4,27,6,1,2,0
5,27,6,3,2,0
5,27,6,3,2,0
4,27,6,2,3,0
4,22,2.5,0,2,0
4,22,2.5,2,2,0
3,42,23,3,2,0
5,22,0.5,0,2,0
5,27,9,4,2,0
5,22,0.5,0,1,0
4,22,2.5,0,2,0
5,17.5,0.5,0,3,0
5,27,6,1,3,0
2,27,6,0,3,0
5,27,0.5,0,2,0
5,22,2.5,0,1,0
5,27,2.5,0,2,0
4,37,16.5,2,2,0
5,22,2.5,0,2,0
5,27,2.5,0,1,0
5,42,23,5.5,3,0
5,37,16.5,4,2,0
4,27,0.5,0,2,0
5,27,6,0,3,0
4,27,13,2,2,0
3,22,6,1,2,0
5,32,13,2,2,0
5,27,2.5,0,2,0
5,27,6,4,3,0
4,42,23,2,3,0
4,22,2.5,0,4,0
5,32,16.5,3,3,0
5,22,2.5,0,1,0
5,22,0.5,0,3,0
4,42,23,5.5,4,0
5,42,16.5,2,3,0
4,22,2.5,0,1,0
2,22,2.5,1,2,0
3,22,2.5,0,1,0
4,32,13,2,3,0
5,27,6,1,3,0
4,32,9,2,2,0
5,27,2.5,0,2,0
2,22,2.5,2,3,0
5,22,0.5,0,4,0
5,27,2.5,0,3,0
5,27,6,1,3,0
4,27,6,2,4,0
4,22,2.5,0,2,0
4,22,2.5,0,1,0
5,22,2.5,0,2,0
5,22,2.5,2,3,0
3,32,6,2,3,0
4,27,6,3,3,0
4,42,23,3,3,0
5,22,0.5,0,3,0
4,42,13,4,3,0
5,22,6,0,4,0
2,32,13,1,3,0
4,22,2.5,0,1,0
5,22,2.5,0,2,0
5,42,23,5.5,2,0
4,17.5,2.5,1,2,0
5,27,13,1,2,0
5,22,0.5,0,2,0
4,32,2.5,0,1,0
5,17.5,0.5,0,4,0
5,22,0.5,2,2,0
3,17.5,2.5,1,2,0
3,27,6,0,3,0
4,22,2.5,0,3,0
5,22,6,2,2,0
4,22,2.5,2,3,0
4,22,6,1,2,0
4,27,2.5,0,3,0
5,27,2.5,0,3,0
4,22,2.5,0,3,0
5,27,2.5,0,2,0
5,27,2.5,0,2,0
5,22,2.5,0,3,0
5,22,0.5,0,2,0
4,42,23,3,4,0
5,37,23,5.5,3,0
4,22,6,1,3,0
4,22,2.5,0,2,0
5,32,2.5,0,1,0
4,17.5,2.5,0,2,0
5,37,23,5.5,3,0
5,22,2.5,1,3,0
5,42,23,5.5,4,0
5,42,23,4,3,0
4,27,6,0,2,0
4,32,13,2,3,0
4,27,6,2,3,0
4,32,13,3,4,0
5,32,13,3,2,0
3,42,23,5.5,2,0
1,37,13,3,4,0
5,22,2.5,0,2,0
4,22,2.5,0,1,0
4,22,2.5,0,3,0
4,22,6,3,2,0
5,27,2.5,0,3,0
4,22,0.5,0,2,0
5,22,0.5,0,3,0
4,27,9,0,2,0
4,27,0.5,0,3,0
4,27,6,2,3,0
4,22,2.5,0,2,0
5,22,6,0,3,0
4,22,0.5,0,2,0
5,17.5,0.5,0,2,0
5,27,2.5,1,1,0
3,27,9,2,1,0
4,27,0.5,2,2,0
4,22,2.5,0,2,0
4,27,2.5,0,3,0
2,27,6,2,2,0
5,27,2.5,0,3,0
5,42,9,0,4,0
5,22,2.5,0,2,0
5,37,13,5.5,4,0
4,42,23,2,3,0
5,32,16.5,3,4,0
5,37,16.5,1,3,0
5,22,2.5,0,3,0
5,27,2.5,0,3,0
4,42,23,3,3,0
4,42,23,4,1,0
3,27,2.5,0,2,0
5,37,16.5,3,2,0
5,42,23,5.5,3,0
4,22,2.5,1,1,0
5,27,9,1,3,0
5,22,2.5,0,2,0
4,22,2.5,1,2,0
3,42,23,3,4,0
5,42,23,3,3,0
4,32,13,2,1,0
4,37,16.5,5.5,3,0
4,27,6,1,4,0
5,42,23,5.5,3,0
5,32,6,2,2,0
2,32,9,2,4,0
5,27,13,2,3,0
5,42,23,5.5,4,0
5,42,23,3,3,0
5,22,0.5,0,2,0
3,37,16.5,2,3,0
4,27,6,2,3,0
4,37,16.5,2,2,0
2,32,16.5,2,2,0
4,27,2.5,0,2,0
5,37,23,2,2,0
5,22,0.5,0,4,0
5,42,16.5,3,2,0
4,37,13,3,2,0
5,32,13,2,4,0
4,22,2.5,0,3,0
5,27,2.5,1,3,0
5,22,0.5,0,4,0
5,37,16.5,5.5,3,0
4,32,9,2,2,0
5,22,2.5,0,1,0
5,22,2.5,0,3,0
4,32,16.5,4,3,0
5,22,2.5,0,4,0
5,37,23,3,4,0
5,27,6,0,2,0
5,22,2.5,0,2,0
5,32,6,0,4,0
4,32,16.5,2,2,0
4,22,0.5,0,3,0
3,22,2.5,0,3,0
4,22,2.5,0,1,0
5,27,2.5,0,2,0
5,22,2.5,0,2,0
2,42,16.5,3,3,0
3,22,2.5,0,4,0
5,27,6,0,2,0
5,27,6,1,2,0
4,22,2.5,0,1,0
4,37,16.5,3,1,0
4,32,16.5,3,2,0
3,27,6,1,1,0
4,27,6,1,3,0
4,42,23,2,3,0
4,27,6,2,2,0
4,32,9,2,3,0
5,42,23,2,2,0
5,32,16.5,2,3,0
4,22,2.5,0,3,0
5,27,6,2,3,0
5,27,2.5,1,2,0
5,27,6,1,3,0
4,32,6,1,3,0
4,22,2.5,0,2,0
5,27,2.5,1,3,0
3,27,6,0,1,0
5,27,2.5,0,2,0
4,22,2.5,0,3,0
4,22,6,1,2,0
3,32,2.5,0,1,0
2,37,23,5.5,2,0
3,42,23,4,3,0
4,22,2.5,1,1,0
5,42,16.5,4,3,0
5,22,0.5,0,3,0
4,22,0.5,0,2,0
4,27,6,2,3,0
5,27,2.5,0,4,0
4,22,2.5,0,3,0
3,22,0.5,0,3,0
5,27,2.5,0,2,0
5,27,0.5,0,2,0
5,32,16.5,4,3,0
4,22,2.5,1,3,0
3,22,2.5,0,1,0
4,27,6,1,2,0
4,17.5,2.5,0,3,0
5,37,16.5,4,2,0
4,32,16.5,5.5,1,0
5,22,0.5,0,4,0
5,22,2.5,0,2,0
5,17.5,0.5,0,2,0
5,22,2.5,1,4,0
5,42,9,0,3,0
4,27,6,1,2,0
3,32,13,2,2,0
4,32,13,2,2,0
5,22,2.5,0,3,0
4,27,9,2,2,0
4,37,23,2,4,0
4,42,23,3,2,0
4,22,2.5,0,3,0
5,27,9,2,3,0
2,32,13,1,3,0
1,42,23,2,3,0
5,22,2.5,0,3,0
4,27,6,1,3,0
4,42,23,4,3,0
5,32,16.5,3,1,0
5,27,2.5,0,4,0
4,27,9,0,2,0
3,22,2.5,0,1,0
5,27,2.5,0,2,0
5,32,9,3,2,0
5,22,0.5,0,3,0
4,27,2.5,1,1,0
4,37,16.5,3,3,0
5,22,2.5,0,3,0
3,22,2.5,0,2,0
5,32,13,2,2,0
5,32,9,2,3,0
4,37,16.5,3,2,0
5,27,2.5,0,3,0
2,42,23,4,1,0
4,27,6,2,3,0
4,42,23,3,4,0
5,22,0.5,0,4,0
5,27,2.5,0,3,0
4,22,2.5,0,3,0
3,32,6,2,3,0
5,22,6,0,3,0
4,22,2.5,1,2,0
5,27,0.5,0,2,0
3,32,6,3,4,0
4,27,0.5,0,4,0
5,27,2.5,0,3,0
4,22,6,0,2,0
4,22,2.5,0,3,0
4,22,2.5,0,1,0
4,27,6,2,4,0
5,22,2.5,0,1,0
4,27,6,2,3,0
5,22,0.5,0,2,0
5,32,13,3,3,0
4,32,6,0,3,0
5,32,13,2,2,0
5,22,2.5,0,2,0
5,27,13,2,2,0
4,27,6,1,4,0
5,32,16.5,5.5,4,0
5,37,16.5,3,3,0
4,22,2.5,0,4,0
5,37,16.5,4,2,0
3,32,16.5,3,3,0
5,22,2.5,0,1,0
5,22,2.5,2,3,0
3,37,16.5,2,3,0
4,22,2.5,0,2,0
5,22,0.5,0,3,0
5,42,23,3,4,0
4,22,6,2,2,0
5,27,2.5,0,2,0
5,27,6,0,1,0
5,22,2.5,0,3,0
4,37,23,3,4,0
3,27,2.5,0,3,0
5,27,2.5,0,2,0
5,22,2.5,0,2,0
4,32,13,2,2,0
4,32,16.5,2,2,0
4,27,6,2,2,0
4,22,0.5,0,3,0
3,22,2.5,1,4,0
3,27,2.5,0,2,0
3,27,6,2,2,0
5,27,2.5,0,2,0
5,22,0.5,0,2,0
2,42,23,5.5,4,0
4,27,2.5,0,4,0
5,27,6,2,3,0
4,42,23,2,3,0
5,27,6,1,2,0
5,22,2.5,0,3,0
3,22,6,3,2,0
5,17.5,0.5,0,2,0
4,27,6,0,3,0
5,22,2.5,0,2,0
5,27,0.5,0,4,0
4,42,23,5.5,4,0
5,37,16.5,3,2,0
4,42,23,3,2,0
4,27,2.5,0,3,0
4,22,2.5,0,3,0
5,22,0.5,0,2,0
5,22,2.5,1,2,0
4,22,6,3,3,0
5,42,23,5.5,2,0
3,32,6,0,1,0
5,37,13,0,2,0
5,27,2.5,0,1,0
3,32,6,0,2,0
5,27,2.5,0,2,0
5,42,23,4,3,0
5,32,16.5,5.5,4,0
4,27,6,2,2,0
3,22,2.5,0,2,0
2,27,2.5,0,1,0
5,37,16.5,5.5,3,0
3,37,23,3,2,0
5,22,2.5,1,3,0
5,22,2.5,0,2,0
5,22,2.5,0,4,0
5,27,2.5,0,4,0
4,22,2.5,0,3,0
4,32,6,2,3,0
5,17.5,2.5,0,1,0
4,27,9,2,1,0
3,32,16.5,1,2,0
4,27,6,1,2,0
5,27,6,2,3,0
5,27,6,1,3,0
4,22,0.5,0,2,0
5,22,2.5,1,2,0
4,27,9,2,2,0
4,22,2.5,1,3,0
4,22,2.5,0,3,0
5,32,16.5,1,3,0
5,22,2.5,0,3,0
5,22,2.5,1,3,0
5,27,13,1,2,0
4,27,6,2,2,0
3,42,23,4,2,0
3,37,16.5,2,2,0
5,27,6,1,3,0
5,22,0.5,0,2,0
5,22,2.5,0,4,0
4,27,6,1,4,0
3,42,23,2,4,0
3,27,6,1,3,0
4,22,2.5,0,3,0
5,22,2.5,0,2,0
3,32,13,2,2,0
4,37,16.5,5.5,3,0
4,37,23,5.5,1,0
5,22,0.5,0,3,0
5,42,16.5,3,4,0
4,27,2.5,0,3,0
4,32,16.5,2,1,0
4,22,2.5,0,3,0
3,22,6,2,2,0
5,22,2.5,0,2,0
5,37,13,0,1,0
4,42,23,5.5,2,0
5,37,16.5,3,2,0
5,27,6,0,3,0
4,22,9,3,3,0
5,17.5,2.5,0,3,0
5,42,23,3,2,0
5,37,13,2,4,0
4,37,13,0,2,0
2,27,6,2,3,0
5,22,2.5,2,4,0
4,22,6,1,2,0
4,27,6,1,2,0
5,42,23,4,3,0
5,27,2.5,0,4,0
5,22,2.5,0,2,0
5,42,13,0,4,0
5,22,2.5,0,3,0
5,22,2.5,0,3,0
5,22,2.5,1,3,0
5,22,0.5,0,3,0
4,32,9,3,3,0
4,32,9,2,3,0
4,27,6,2,1,0
5,32,2.5,4,3,0
5,22,0.5,0,2,0
5,27,2.5,0,3,0
4,32,16.5,3,3,0
5,42,23,2,1,0
3,32,13,3,2,0
4,27,6,1,3,0
5,27,9,2,4,0
4,27,6,2,2,0
4,22,2.5,0,2,0
5,17.5,0.5,0,1,0
4,32,16.5,3,3,0
2,22,6,1,2,0
5,22,2.5,0,2,0
4,27,9,1,3,0
5,22,2.5,1,2,0
5,27,6,0,3,0
3,42,23,3,3,0
5,42,16.5,3,3,0
5,27,6,1,4,0
5,22,6,1,4,0
4,22,0.5,0,2,0
4,37,16.5,4,2,0
5,32,16.5,3,3,0
5,22,0.5,0,2,0
5,32,16.5,3,3,0
5,27,0.5,0,2,0
5,22,2.5,0,3,0
5,27,9,2,2,0
4,22,2.5,1,2,0
4,27,6,3,3,0
3,42,16.5,3,4,0
3,32,13,1,3,0
5,32,16.5,3,3,0
5,27,6,1,2,0
4,32,16.5,2,2,0
4,32,13,3,3,0
5,22,2.5,0,3,0
5,22,2.5,0,2,0
4,27,13,2,3,0
5,17.5,0.5,0,3,0
4,27,9,2,3,0
4,32,9,2,3,0
5,32,16.5,3,2,0
5,27,6,0,4,0
5,32,16.5,2,4,0
4,37,16.5,5.5,1,0
4,22,2.5,0,3,0
5,22,2.5,0,3,0
4,27,2.5,0,2,0
5,42,23,3,2,0
5,22,2.5,1,3,0
5,27,6,0,3,0
4,27,6,0,2,0
4,32,13,3,3,0
5,27,9,1,2,0
5,22,2.5,0,2,0
1,42,23,4,4,0
5,22,6,0,1,0
5,32,13,3,1,0
4,42,23,4,4,0
3,22,2.5,0,2,0
5,27,6,1,2,0
3,42,23,3,2,0
4,42,23,5.5,2,0
4,22,6,0,1,0
4,22,2.5,0,2,0
5,27,6,2,4,0
2,42,23,2,3,0
5,32,16.5,3,3,0
4,42,23,5.5,4,0
5,22,2.5,0,1,0
5,42,23,5.5,3,0
5,27,0.5,0,2,0
5,22,2.5,0,4,0
3,27,9,2,3,0
5,22,0.5,0,2,0
5,22,2.5,1,3,0
4,32,16.5,4,2,0
4,32,13,0,2,0
4,27,2.5,0,2,0
5,32,16.5,2,2,0
4,27,9,2,2,0
4,22,2.5,2,3,0
5,27,2.5,0,1,0
2,22,2.5,1,3,0
5,42,23,5.5,2,0
5,27,2.5,0,3,0
5,37,13,2,2,0
5,42,16.5,1,4,0
4,32,13,2,3,0
5,22,2.5,1,3,0
4,42,23,2,2,0
4,27,9,2,3,0
5,22,2.5,0,3,0
5,22,2.5,0,4,0
5,22,2.5,0,3,0
5,32,16.5,3,3,0
3,42,16.5,3,3,0
5,27,2.5,1,1,0
4,37,16.5,2,3,0
5,37,2.5,0,3,0
5,32,13,3,1,0
3,37,16.5,2,3,0
4,42,23,2,4,0
5,27,2.5,0,2,0
5,22,2.5,0,3,0
5,22,6,0,2,0
4,27,2.5,0,3,0
5,22,2.5,0,3,0
3,27,6,1,2,0
5,32,16.5,4,3,0
5,37,16.5,3,4,0
4,32,13,2,3,0
3,37,16.5,4,1,0
5,22,2.5,0,2,0
4,22,2.5,0,2,0
4,22,2.5,1,3,0
4,27,6,2,3,0
5,22,2.5,0,3,0
4,37,23,4,2,0
5,27,9,2,3,0
5,27,6,0,2,0
4,32,2.5,0,2,0
4,22,2.5,0,1,0
3,32,13,0,1,0
5,32,6,2,3,0
5,22,2.5,0,1,0
5,27,6,2,2,0
4,22,2.5,0,1,0
5,22,2.5,0,3,0
4,42,23,4,2,0
3,27,6,1,2,0
4,27,2.5,0,3,0
3,42,23,2,3,0
4,42,23,3,2,0
5,27,2.5,0,3,0
4,22,2.5,0,3,0
5,27,0.5,0,1,0
5,37,16.5,3,3,0
5,32,6,0,2,0
5,22,6,0,1,0
4,32,16.5,4,1,0
4,22,2.5,1,1,0
4,27,2.5,2,3,0
3,27,2.5,0,2,0
5,42,23,4,3,0
4,27,2.5,1,4,0
5,27,6,1,3,0
5,27,6,0,3,0
5,42,23,4,2,0
5,22,2.5,1,3,0
2,27,6,2,4,0
4,42,23,2,3,0
5,27,6,1,4,0
4,22,2.5,0,4,0
4,22,2.5,0,2,0
4,27,9,2,2,0
5,37,16.5,1,3,0
4,22,2.5,1,3,0
5,27,13,2,4,0
4,27,6,0,2,0
5,22,2.5,1,2,0
5,17.5,0.5,0,1,0
4,27,2.5,0,1,0
5,27,6,1,2,0
5,22,2.5,0,2,0
4,37,16.5,3,2,0
4,22,2.5,0,2,0
4,32,9,2,2,0
5,22,2.5,1,3,0
4,27,2.5,0,2,0
5,27,6,2,2,0
4,22,2.5,1,3,0
3,22,0.5,0,2,0
5,32,13,3,3,0
5,32,9,2,1,0
5,22,2.5,0,3,0
4,32,13,0,3,0
5,27,2.5,0,2,0
2,22,2.5,0,3,0
3,32,9,1,3,0
5,22,0.5,0,3,0
5,27,6,0,3,0
3,42,23,3,2,0
4,32,9,2,1,0
5,32,13,2,4,0
5,27,2.5,1,4,0
4,32,9,2,3,0
4,37,16.5,3,4,0
5,42,23,1,4,0
4,27,2.5,0,1,0
4,27,6,1,2,0
5,32,13,1,1,0
5,27,6,1,4,0
5,32,16.5,3,3,0
5,42,23,2,4,0
5,37,6,1,3,0
1,22,2.5,1,2,0
4,22,2.5,1,3,0
5,17.5,0.5,1,2,0
5,42,23,5.5,3,0
5,42,6,0,4,0
2,17.5,2.5,1,2,0
4,37,16.5,3,4,0
5,32,16.5,3,2,0
5,22,2.5,0,3,0
5,22,6,2,4,0
5,22,2.5,1,3,0
4,22,6,0,1,0
5,32,13,1,3,0
4,32,6,3,2,0
4,27,6,2,3,0
3,22,6,1,3,0
3,37,23,3,3,0
5,22,2.5,1,1,0
2,27,9,1,2,0
3,22,2.5,1,2,0
4,32,13,2,2,0
2,22,2.5,1,3,0
5,37,13,0,2,0
3,37,16.5,4,4,0
5,42,23,3,3,0
5,22,2.5,0,4,0
3,27,2.5,0,3,0
4,27,2.5,2,3,0
5,22,2.5,0,4,0
4,22,2.5,0,3,0
3,32,13,2,2,0
5,27,6,2,3,0
5,27,9,3,4,0
4,22,6,2,2,0
4,32,9,3,2,0
4,42,23,4,3,0
5,42,23,5.5,4,0
3,22,2.5,2,1,0
5,32,13,3,3,0
4,32,16.5,5.5,3,0
5,22,2.5,0,3,0
3,22,2.5,1,3,0
5,22,2.5,0,2,0
5,32,9,0,2,0
2,22,2.5,1,3,0
5,22,2.5,0,3,0
4,27,6,0,3,0
5,27,0.5,0,3,0
5,27,6,2,3,0
4,27,2.5,1,3,0
5,22,2.5,0,3,0
5,32,16.5,4,3,0
2,22,2.5,0,2,0
5,27,0.5,0,1,0
4,42,23,1,1,0
3,27,9,0,3,0
4,22,2.5,0,2,0
3,42,23,3,3,0
4,22,0.5,0,3,0
5,32,9,2,1,0
5,37,0.5,0,2,0
4,22,2.5,0,3,0
4,22,2.5,0,3,0
5,42,23,4,3,0
5,32,6,2,1,0
4,22,2.5,0,2,0
5,22,2.5,1,2,0
5,27,13,1,2,0
5,27,6,2,2,0
4,22,2.5,0,3,0
5,27,6,0,1,0
4,42,23,5.5,3,0
3,17.5,2.5,1,2,0
4,22,2.5,0,2,0
5,22,0.5,0,2,0
3,27,2.5,1,1,0
5,17.5,2.5,0,3,0
5,37,16.5,3,3,0
4,27,6,2,2,0
3,42,23,3,2,0
4,22,2.5,0,3,0
5,22,0.5,0,2,0
3,27,9,3,3,0
3,22,2.5,0,2,0
4,22,2.5,0,1,0
3,22,2.5,2,3,0
3,42,23,2,1,0
4,22,2.5,2,2,0
5,17.5,2.5,1,3,0
5,22,0.5,0,1,0
5,22,2.5,0,3,0
4,27,6,1,2,0
4,27,2.5,0,1,0
5,22,2.5,0,3,0
5,27,2.5,0,1,0
5,22,2.5,0,1,0
4,32,13,2,1,0
5,22,0.5,0,2,0
5,22,2.5,0,3,0
5,22,2.5,0,3,0
5,22,2.5,1,2,0
5,27,2.5,0,1,0
3,27,6,1,3,0
4,27,6,2,3,0
4,32,16.5,2,3,0
4,27,6,0,1,0
4,22,2.5,0,3,0
5,27,6,0,2,0
4,27,6,0,2,0
3,32,16.5,2,4,0
4,22,2.5,1,2,0
5,27,6,2,3,0
3,27,9,1,3,0
5,27,2.5,0,3,0
5,22,2.5,0,4,0
5,27,2.5,1,2,0
1,37,13,5.5,3,0
4,27,6,2,1,0
3,22,2.5,0,2,0
4,22,2.5,0,4,0
4,27,13,2,2,0
5,22,2.5,0,2,0
4,27,2.5,0,2,0
2,22,2.5,0,1,0
5,22,2.5,0,1,0
4,22,2.5,0,2,0
4,27,2.5,0,3,0
5,22,0.5,0,3,0
4,22,2.5,1,3,0
3,22,2.5,0,1,0
5,37,16.5,2,4,0
5,22,0.5,0,3,0
5,32,9,1,2,0
5,22,2.5,0,3,0
5,22,2.5,1,3,0
4,27,6,1,2,0
4,27,9,3,3,0
2,22,2.5,0,4,0
5,22,2.5,0,3,0
5,27,2.5,1,1,0
4,37,16.5,3,3,0
5,22,2.5,0,3,0
3,22,2.5,0,1,0
4,32,9,3,2,0
4,42,23,3,4,0
1,32,2.5,1,1,0
5,22,6,0,2,0
4,27,6,1,3,0
5,22,2.5,0,2,0
4,22,2.5,0,2,0
3,32,13,2,2,0
5,37,23,3,3,0
5,22,9,2,2,0
5,27,6,0,3,0
3,37,16.5,3,3,0
5,27,6,0,3,0
5,17.5,0.5,0,4,0
5,27,2.5,0,4,0
5,22,2.5,0,3,0
3,22,2.5,0,3,0
5,22,2.5,1,3,0
4,27,2.5,0,2,0
5,22,2.5,0,2,0
5,22,0.5,0,3,0
4,22,2.5,1,3,0
4,32,6,2,3,0
4,42,16.5,3,3,0
3,27,2.5,1,2,0
2,42,23,2,3,0
5,27,9,1,2,0
5,22,2.5,0,4,0
4,32,16.5,4,2,0
4,32,6,0,1,0
5,27,6,1,1,0
4,37,13,2,3,0
4,27,9,2,3,0
5,27,9,3,1,0
4,32,9,2,2,0
5,42,23,3,3,0
3,37,23,3,3,0
4,27,2.5,0,2,0
4,22,2.5,0,3,0
4,42,13,0,3,0
5,27,6,0,1,0
5,22,2.5,0,4,0
5,37,16.5,1,3,0
3,32,13,3,2,0
3,27,6,2,3,0
5,27,2.5,1,4,0
4,37,16.5,3,2,0
5,22,2.5,0,4,0
4,37,16.5,2,3,0
2,32,6,0,3,0
4,27,9,0,3,0
3,32,9,1,3,0
5,22,6,2,3,0
3,27,13,3,3,0
5,22,2.5,0,1,0
5,37,16.5,3,3,0
5,27,2.5,1,3,0
5,32,13,3,3,0
5,37,23,3,3,0
4,22,2.5,0,3,0
3,22,2.5,0,3,0
4,37,23,3,1,0
4,37,23,2,2,0
3,37,23,2,4,0
5,22,2.5,0,2,0
5,22,2.5,0,3,0
5,32,9,2,1,0
5,32,13,2,3,0
3,42,23,3,3,0
2,32,6,2,2,0
5,17.5,2.5,0,3,0
5,42,16.5,2,2,0
5,27,6,2,3,0
5,37,16.5,3,3,0
5,32,9,1,4,0
